Timestamp,MAC Address,Channel,DS Channel,HT Capabilities,Extended Capabilities,Vendor Specific Tags,SSID,Supported Rates,Extended Supported Rates,VHT Capabilities,HE Capabilities,Length
1623420609.038438,40:f3:08:d8:f3:08,11,12,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623404624.645588,40:f3:08:d8:f3:08,11,11,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1625073353.271569,9e:12:7a:4a:68:50,1,3,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,143
1623851550.519889,02:5d:25:81:75:b8,1,3,631117ffff000000000000000000000000000000000000000000,0000088001400040,00904c0408bf0c3230900ffaff0000faff0000,,02040b16,0c1218243048606c,,,154
1623419224.21298,40:f3:08:d8:f3:08,1,1,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623421093.012744,40:f3:08:d8:f3:08,1,1,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623421023.993107,40:f3:08:d8:f3:08,11,12,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1626774890.492116,f6:42:7e:6a:c3:0f,6,6,ad0113ffff000000000000000000000000000000000000000000,00000a82004000000001,0050f208002700,,02040b16,0c1218243048606c,92f99133faff6203faff6203,02001f,165
1623402682.666184,40:f3:08:d8:f3:08,11,11,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623419396.235143,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623405259.505358,40:f3:08:d8:f3:08,11,9,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1626771783.024581,ea:26:36:a0:e2:d9,1,1,ad0113ffff000000000000000000000000000000000000000000,00000a82004000000001,0050f208002700,,02040b16,0c1218243048606c,92f99133faff6203faff6203,02000c,165
1623420388.0865,40:f3:08:d8:f3:08,1,1,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623418857.051894,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623418344.610978,40:f3:08:d8:f3:08,11,11,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623419138.870391,40:f3:08:d8:f3:08,6,6,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,153
1623419002.42513,40:f3:08:d8:f3:08,1,1,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623404749.823834,40:f3:08:d8:f3:08,11,13,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623418982.470781,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623909873.30008,02:59:a8:79:24:48,11,9,631117ffff000000000000000000000000000000000000000000,0000088001400040,00904c0408bf0c3230900ffaff0000faff0000,,02040b16,0c1218243048606c,,,154
1623420493.95503,40:f3:08:d8:f3:08,11,12,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623402977.961001,40:f3:08:d8:f3:08,1,2,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623419204.081109,40:f3:08:d8:f3:08,1,1,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623418646.230065,40:f3:08:d8:f3:08,1,1,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623419018.276725,40:f3:08:d8:f3:08,11,11,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623851679.121093,02:2a:a7:ea:b2:e9,11,10,631117ffff000000000000000000000000000000000000000000,0000088001400040,00904c0408bf0c3230900ffaff0000faff0000,,02040b16,0c1218243048606c,,,154
1626782385.579428,3e:39:22:86:2c:6d,6,1,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,143
1625072912.228821,4a:00:af:41:31:b7,6,5,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,143
1623418741.729952,40:f3:08:d8:f3:08,1,4,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623403658.639298,40:f3:08:d8:f3:08,11,9,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623906989.317262,02:a3:cc:9e:fb:d9,11,11,631117ffff000000000000000000000000000000000000000000,0000088001400040,00904c0408bf0c3230900ffaff0000faff0000,,02040b16,0c1218243048606c,,,154
1623418697.243368,40:f3:08:d8:f3:08,11,12,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623420668.932966,40:f3:08:d8:f3:08,11,11,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623420634.238828,40:f3:08:d8:f3:08,11,13,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1626771970.97011,f6:2f:f7:c4:d6:2f,6,4,ad0113ffff000000000000000000000000000000000000000000,00000a82004000000001,0050f208002700,,02040b16,0c1218243048606c,92f99133faff6203faff6203,02000e,165
1623418832.455071,40:f3:08:d8:f3:08,11,9,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1625075775.981456,06:4c:04:ff:02:ca,1,1,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,143
1625072778.872722,ae:51:46:b7:9f:a7,6,5,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,143
1626774100.666821,a2:32:4b:52:c7:52,1,1,ad0113ffff000000000000000000000000000000000000000000,00000a82004000000001,0050f208002700,,02040b16,0c1218243048606c,92f99133faff6203faff6203,020009,165
1623404904.644742,40:f3:08:d8:f3:08,11,11,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623403769.886033,40:f3:08:d8:f3:08,11,11,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623404844.520793,40:f3:08:d8:f3:08,11,10,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1625072165.987715,62:7f:67:d8:95:16,1,3,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,143
1622458420.999407,76:16:10:78:8a:4d,11,13,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,02040b16,0c1218243048606c,,,113
1622461361.344456,c6:44:e6:e2:ec:a1,6,8,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,02040b16,0c1218243048606c,,,113
1623420159.006276,40:f3:08:d8:f3:08,11,12,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623403567.737015,40:f3:08:d8:f3:08,11,9,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1625075995.622125,26:b0:7b:50:6f:c8,11,11,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,131
1623403763.985364,40:f3:08:d8:f3:08,1,1,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623851678.997173,02:2a:a7:ea:b2:e9,1,9,631117ffff000000000000000000000000000000000000000000,0000088001400040,00904c0408bf0c3230900ffaff0000faff0000,,02040b16,0c1218243048606c,,,154
1625075996.11365,ba:3e:74:6d:af:20,6,7,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,143
1623403450.509907,40:f3:08:d8:f3:08,1,2,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1622461368.769336,12:c1:13:8e:54:97,6,7,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,02040b16,0c1218243048606c,,,113
1625072643.241037,3a:a0:93:e7:b1:88,6,5,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,143
1623402852.859575,40:f3:08:d8:f3:08,6,6,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,153
1623420043.892198,40:f3:08:d8:f3:08,11,11,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623418535.99115,40:f3:08:d8:f3:08,6,6,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,153
1623418982.346671,40:f3:08:d8:f3:08,1,1,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623909873.593829,02:59:a8:79:24:48,11,12,631117ffff000000000000000000000000000000000000000000,0000088001400040,00904c0408bf0c3230900ffaff0000faff0000,,02040b16,0c1218243048606c,,,154
1623404703.828283,40:f3:08:d8:f3:08,1,1,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1625075967.650095,66:df:0c:34:2c:25,6,7,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,143
1623402697.156219,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623403470.730596,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623420958.865827,40:f3:08:d8:f3:08,11,12,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623420793.074488,40:f3:08:d8:f3:08,1,2,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1625075518.10072,02:71:dc:6f:49:fa,11,11,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,131
1623420123.26898,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623402813.134923,40:f3:08:d8:f3:08,11,11,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623403653.770922,40:f3:08:d8:f3:08,11,12,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623403314.862376,40:f3:08:d8:f3:08,11,11,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623418662.093626,40:f3:08:d8:f3:08,11,11,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1626771182.83596,8a:10:25:ab:90:e8,6,7,ad0113ffff000000000000000000000000000000000000000000,00000a82004000000001,0050f208002700,,02040b16,0c1218243048606c,92f99133faff6203faff6203,02000b,165
1623404344.842216,40:f3:08:d8:f3:08,11,13,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1622461369.055455,12:c1:13:8e:54:97,11,13,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,02040b16,0c1218243048606c,,,113
1623404254.853975,40:f3:08:d8:f3:08,11,12,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623909873.509305,02:59:a8:79:24:48,11,11,631117ffff000000000000000000000000000000000000000000,0000088001400040,00904c0408bf0c3230900ffaff0000faff0000,,02040b16,0c1218243048606c,,,154
1623403440.426813,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1625072508.048629,c6:99:eb:9f:32:68,6,6,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,143
1623418390.065646,40:f3:08:d8:f3:08,11,12,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623420418.85724,40:f3:08:d8:f3:08,11,11,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623405163.840985,40:f3:08:d8:f3:08,1,1,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623419336.129302,40:f3:08:d8:f3:08,11,12,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623405094.515599,40:f3:08:d8:f3:08,6,6,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,153
1623403830.783397,40:f3:08:d8:f3:08,11,12,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623419968.238447,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1626770985.710033,26:7c:ff:6c:c2:66,1,2,ad0113ffff000000000000000000000000000000000000000000,00000a82004000000001,0050f208002700,,02040b16,0c1218243048606c,92f99133faff6203faff6203,02000f,165
1625073296.075349,f6:b8:23:cd:56:b2,6,6,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,143
1623419012.578866,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623418762.538545,40:f3:08:d8:f3:08,11,13,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623420318.781136,40:f3:08:d8:f3:08,11,9,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623405334.49402,40:f3:08:d8:f3:08,11,9,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623405359.332276,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623420838.030735,40:f3:08:d8:f3:08,1,1,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623418525.932563,40:f3:08:d8:f3:08,6,6,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,153
1625076354.088485,d6:7f:f1:f7:6e:9f,11,11,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,131
1623405359.167749,40:f3:08:d8:f3:08,1,1,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1622459574.840743,6e:f8:32:07:15:8d,11,11,2d001bff00000000000000000000000000000000000000000000,0000080000000040,,,02040b16,0c1218243048606c,,,113
1622461966.089323,32:07:8f:ec:18:3c,11,10,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,02040b16,0c1218243048606c,,,113
1626775270.83892,42:b1:98:56:e4:02,1,1,ad0113ffff000000000000000000000000000000000000000000,00000a82004000000001,0050f208002700,,02040b16,0c1218243048606c,92f99133faff6203faff6203,02001f,165
1626775216.360116,f6:4c:12:a4:b0:b0,1,2,ad0113ffff000000000000000000000000000000000000000000,00000a82004000000001,0050f208002700,,02040b16,0c1218243048606c,92f99133faff6203faff6203,02000a,165
1623418972.925081,40:f3:08:d8:f3:08,11,9,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1625072483.57226,d2:3c:d8:0f:52:7d,11,11,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,131
1623420453.518205,40:f3:08:d8:f3:08,6,6,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,153
1623402767.369022,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1625076021.755463,9e:85:e1:80:e7:a4,1,1,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,143
1625073274.707195,8a:46:a8:ad:a7:33,1,2,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,143
1623404439.378122,40:f3:08:d8:f3:08,11,9,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623403440.344514,40:f3:08:d8:f3:08,1,2,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1625072770.731988,16:65:3e:e3:33:be,1,2,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,143
1626770892.064719,16:db:52:fd:b1:2c,1,1,ad0113ffff000000000000000000000000000000000000000000,00000a82004000000001,0050f208002700,,02040b16,0c1218243048606c,92f99133faff6203faff6203,02001f,165
1622459477.013043,ca:43:63:af:75:5e,1,1,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,02040b16,0c1218243048606c,,,101
1623420799.069069,40:f3:08:d8:f3:08,11,13,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623419300.758474,40:f3:08:d8:f3:08,11,11,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1622458135.342643,3e:67:70:61:ae:8b,11,12,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,02040b16,0c1218243048606c,,,113
1623418394.404632,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623849954.953518,02:0c:01:7e:50:d6,1,1,631117ffff000000000000000000000000000000000000000000,0000088001400040,00904c0408bf0c3230900ffaff0000faff0000,,02040b16,0c1218243048606c,,,154
1623405274.154252,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623403294.928433,40:f3:08:d8:f3:08,11,13,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623405349.018475,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623907349.400552,02:bc:a8:5a:82:fd,1,9,631117ffff000000000000000000000000000000000000000000,0000088001400040,00904c0408bf0c3230900ffaff0000faff0000,,02040b16,0c1218243048606c,,,154
1623420483.996839,40:f3:08:d8:f3:08,11,12,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623405219.527403,40:f3:08:d8:f3:08,11,9,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1626782921.068346,02:2e:1f:72:c9:05,11,11,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,131
1623418827.773812,40:f3:08:d8:f3:08,11,13,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623419199.928867,40:f3:08:d8:f3:08,11,12,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623420554.033842,40:f3:08:d8:f3:08,11,13,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1622459754.821066,a6:02:2a:47:1a:c2,6,6,2d001bff00000000000000000000000000000000000000000000,0000080000000040,,,02040b16,0c1218243048606c,,,113
1623419123.955766,40:f3:08:d8:f3:08,11,9,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1626771183.008896,8a:10:25:ab:90:e8,11,11,ad0113ffff000000000000000000000000000000000000000000,00000a82004000000001,0050f208002700,,02040b16,0c1218243048606c,92f99133faff6203faff6203,02000a,153
1623403643.61565,40:f3:08:d8:f3:08,11,11,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623420033.244041,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623418526.343538,40:f3:08:d8:f3:08,11,11,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623420588.557228,40:f3:08:d8:f3:08,6,6,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,153
1623402877.680329,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623420733.974937,40:f3:08:d8:f3:08,11,13,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623403364.839302,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1622459412.255726,62:c1:62:0b:7d:42,11,9,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,02040b16,0c1218243048606c,,,113
1623404769.220223,40:f3:08:d8:f3:08,6,6,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,153
1626774970.831319,52:95:b4:77:cc:b4,1,1,ad0113ffff000000000000000000000000000000000000000000,00000a82004000000001,0050f208002700,,02040b16,0c1218243048606c,92f99133faff6203faff6203,02001f,165
1623402828.007633,40:f3:08:d8:f3:08,11,9,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623418812.725898,40:f3:08:d8:f3:08,11,13,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623420264.009844,40:f3:08:d8:f3:08,11,12,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1622458725.003751,5a:6d:5a:9e:54:a5,11,13,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,02040b16,0c1218243048606c,,,113
1625072178.761045,42:82:20:ac:f8:91,11,11,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,131
1623405108.842291,40:f3:08:d8:f3:08,1,1,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623403780.038066,40:f3:08:d8:f3:08,11,12,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623420648.061988,40:f3:08:d8:f3:08,1,1,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623418480.832243,40:f3:08:d8:f3:08,11,9,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623421059.264103,40:f3:08:d8:f3:08,11,13,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623403018.886691,40:f3:08:d8:f3:08,11,12,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1626774288.302894,6e:3d:e7:c5:04:f8,6,5,ad0113ffff000000000000000000000000000000000000000000,00000a82004000000001,0050f208002700,,02040b16,0c1218243048606c,92f99133faff6203faff6203,02000b,165
1626783392.230074,a2:99:15:52:2e:07,6,8,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,82848b96,0c1218243048606c,,23010808180080203002000d009f08000000fdfffdff391cc7711c07,143
1623402947.875274,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623404494.241154,40:f3:08:d8:f3:08,1,6,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623418686.491559,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623851919.755925,02:3b:2c:39:a2:a3,11,12,631117ffff000000000000000000000000000000000000000000,0000088001400040,00904c0408bf0c3230900ffaff0000faff0000,,02040b16,0c1218243048606c,,,154
1623402998.780031,40:f3:08:d8:f3:08,11,11,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1623402671.871084,40:f3:08:d8:f3:08,1,3,2d1017ff00000000000000000000000000000000000000000000,0000080000000040,001018020000100000,,02040b16,0c1218243048606c,,,165
1622459839.321656,e2:bc:8d:78:d1:96,11,10,2d401bff00000000000000000000000000000000000000000000,0000080400000040,,,02040b16,0c1218243048606c,,,113
1623851679.332957,02:2a:a7:ea:b2:e9,11,13,631117ffff000000000000000000000000000000000000000000,0000088001400040,00904c0408bf0c3230900ffaff0000faff0000,,02040b16,0c1218243048606c,,,154
